id,espanol,intencion,shiwilu,fuente,estado_filtro,detalle_filtro,similitud_labse
RT_0254,"Bien, claro, bueno ... No, no veo una idea.",PRG,"- enpu'ni, tekinchi, enpu'ni... ma'sha, ñi lli'inuta'nek ala'sa' i'la.",retrotraduccion,revisar_hablante_nativo,semantico(sim=0.175),0.175
RT_0255,Es eso?,PRG,¿nu'a'cha?,retrotraduccion,aprobado,,0.6538
RT_0256,¿Venimos aquí?,PRG,¿asek wencha'awa'?,retrotraduccion,aprobado,,0.6625
RT_0257,- ¿En serio?,PRG,¿tekinchi?,retrotraduccion,aprobado,,0.5496
RT_0258,¿Es esto?,PRG,¿asu' a'cha?,retrotraduccion,aprobado,,0.6484
RT_0259,¿Fué divertido?,PRG,¿musu' ñiwiñi?,retrotraduccion,aprobado,,0.7234
RT_0260,¡No! ¿Dónde estoy? .,PRG,¡ma'sha! ¿enñupa'cha ñapalek?,retrotraduccion,aprobado,,0.5398
RT_0261,- Llamaste?,PRG,¿peklu'tula?,retrotraduccion,aprobado,,0.6194
RT_0262,"¡¿Vamos, vamos? !",PRG,"- ¡enchu, enchu!",retrotraduccion,aprobado,,0.3176
RT_0263,Estoy pensando y en mí misma. Está hablando de todos tus sueños.,PRG,"lli'inupalek, kualek. lupa'palli iñer wa'lata'penma'.",retrotraduccion,revisar_hablante_nativo,semantico(sim=0.060),0.0597
RT_0264,Está usted enojado?,PRG,¿yusu' ñapala?,retrotraduccion,aprobado,,0.6747
RT_0265,Oh... puedo empezar con algo ?,PRG,¿yennitulek tenmiansu'ak ala'sa'lek?,retrotraduccion,aprobado,,0.5819
RT_0266,- ¿Podemos hablar?,PRG,¿yennitulekwa' lun'ak?,retrotraduccion,aprobado,,0.6783
RT_0267,¿Podemos hablar?,PRG,¿yennitulekwa' lun'ak?,retrotraduccion,aprobado,,0.6783
RT_0268,¿Tú ganaste? Y ¿por asi qué?,PRG,¿kenma kana'tula? ¿ma'ki'na?,retrotraduccion,aprobado,,0.647
RT_0269,¿Juegas bolos?,PRG,¿indekllitapala bola'sa'?,retrotraduccion,aprobado,,0.5368
RT_0270,¿Qué pasa?,PRG,¿ma'nen'cha?,retrotraduccion,aprobado,,0.6647
RT_0271,¿Todo es tuyo?,PRG,¿kenma kenma' nuka'a?,retrotraduccion,aprobado,,0.6261
RT_0272,¿Eso es todo?,PRG,¿nu'su' ñapalli?,retrotraduccion,aprobado,,0.6949
RT_0273,¿Ninguno moderno?,PRG,¿niñinpu' modern?,retrotraduccion,aprobado,,0.583
RT_0274,Tienes frío ?,PRG,¿sanek'wanpala?,retrotraduccion,aprobado,,0.6986
RT_0275,Están sordos?,PRG,¿luwek'su' ñapalama'?,retrotraduccion,aprobado,,0.6941
RT_0276,¿Tienes algo? - De acuerdo.,PRG,- ¿ma'nen a'ñapala?,retrotraduccion,aprobado,,0.6434
RT_0277,- ¿Estás seguro?,PRG,- ¿tekinchi'cha?,retrotraduccion,aprobado,,0.6174
RT_0278,Estás segura?,PRG,¿tekinchi'cha?,retrotraduccion,aprobado,,0.6466
RT_0279,¿Estás segura?,PRG,¿tekinchi'cha' ñapala?,retrotraduccion,aprobado,,0.6885
RT_0280,¿ Puedo intentar?,PRG,¿yennitulek inpaleriak?,retrotraduccion,aprobado,,0.6062
RT_0281,¿Fue Tom?,PRG,¿tom ñiwiñi?,retrotraduccion,aprobado,,0.5777
RT_0282,¿Le atendiste?,PRG,¿lachek'tula?,retrotraduccion,aprobado,,0.6659
RT_0283,- ¿Firmó usted?,PRG,- ¿kenma tenmu'tulla?,retrotraduccion,aprobado,,0.6404
RT_0284,¿Me verá bien?,PRG,¿musu' lli'echu?,retrotraduccion,aprobado,,0.6819
RT_0285,¿Usted fuma?,PRG,¿kenma u'wa'tapala?,retrotraduccion,aprobado,,0.7064
RT_0286,¿Roncas?,PRG,¿pilli'tula?,retrotraduccion,aprobado,,0.6014
RT_0287,- ¿Roña?,PRG,- ¿wilen'lli?,retrotraduccion,aprobado,,0.5909
RT_0288,¿Dorry?,PRG,¿wichi'la?,retrotraduccion,aprobado,,0.6027
RT_0289,¿Queda arruinada?,PRG,¿wer'su' ñapalli?,retrotraduccion,aprobado,,0.7139
RT_0290,¿Así bastara?,PRG,¿nanasa' a'cha?,retrotraduccion,aprobado,,0.7006
RT_0291,¿Puedo provétírmemelos?,PRG,¿yennitulek lata'ak?,retrotraduccion,aprobado,,0.6342
RT_0292,Claro. - ¿Lo podemos demostrar?,PRG,- ¿yennitulek a'lli'tak?,retrotraduccion,aprobado,,0.6155
RT_0293,¡Oírmelo! ... ¡Ah!,PRG,¡lau'u! ... ¡a'cha!,retrotraduccion,aprobado,,0.3067
RT_0294,¿Entonces le gustó?,PRG,¿nu'su' iyatulli?,retrotraduccion,aprobado,,0.6953
RT_0295,¿Come carne ?,PRG,¿luwer'apalli flesh?,retrotraduccion,aprobado,,0.5676
RT_0296,¿No estuvo bien en eso?,PRG,¿musu'chi'ñi nana?,retrotraduccion,aprobado,,0.7037
RT_0297,- ¿La conoces? - Sí.,PRG,- ¿luwer'chapala?,retrotraduccion,aprobado,,0.5967
RT_0298,¿La conocéis?,PRG,¿luwer'chapala?,retrotraduccion,aprobado,,0.6166
RT_0299,- ¿Lo recuerdo bien?,PRG,- ¿luwer'inutapalek musu'?,retrotraduccion,aprobado,,0.6061
RT_0300,¿Eso piensas? ¿Estás mal?,PRG,¿nu'tula? ¿musu' ñapala?,retrotraduccion,aprobado,,0.6854
RT_0301,Usted lo ama?,PRG,¿kenma tanten'pala?,retrotraduccion,aprobado,,0.6807
RT_0302,¿Ya me conoces?,PRG,¿ipa' luwer'chapalama?,retrotraduccion,aprobado,,0.6113
RT_0303,- ¿Es maestro?,PRG,- ¿a'lektutek'a'cha?,retrotraduccion,aprobado,,0.6533
RT_0304,estás satisfecha?,PRG,¿musu' ñapala?,retrotraduccion,aprobado,,0.6783
RT_0305,¡Es un veneno!,PRG,¡pilu' nuka'a!,retrotraduccion,aprobado,,0.234
RT_0306,¿Cómo dijo él?,PRG,¿ma'pu'si'pa' tulli nana?,retrotraduccion,aprobado,,0.6562
RT_0307,Hola... ¿Cuál ha sido su plan?,PRG,- lli'a'cha... ¿ma'nen i'la'su' llia'lli?,retrotraduccion,aprobado,,0.5367
RT_0308,¿Qué es lo que me falta?,PRG,¿ma'nen luwanpalek?,retrotraduccion,aprobado,,0.625
RT_0309,¿Cuándo huirás?,PRG,¿enpi'pu'cha teka'chu?,retrotraduccion,aprobado,,0.7081
RT_0310,¿Como qué ayudó?,PRG,¿ma'nen katu'pa'tulli?,retrotraduccion,aprobado,,0.6847
RT_0311,¿Usted es de verdad?,PRG,¿tekinchi'na kenmama'?,retrotraduccion,aprobado,,0.6808
RT_0312,Vamos.,REQUEST,pa'awa',retrotraduccion,aprobado,,0.5257
RT_0313,Aguarda.,REQUEST,wa'tenker',retrotraduccion,aprobado,,0.5637
RT_0314,sonriente.,REQUEST,yamerladaker',retrotraduccion,aprobado,,0.5325
RT_0315,Sonria,REQUEST,yamerladalli,retrotraduccion,aprobado,,0.3012
RT_0316,Levantar. (un objeto),REQUEST,yunsanker',retrotraduccion,aprobado,,0.5419
RT_0317,Levántate.,REQUEST,yunsanker',retrotraduccion,aprobado,,0.5419
RT_0318,Oíd.,REQUEST,lau'ter',retrotraduccion,aprobado,,0.5751
RT_0319,Escucha.,REQUEST,lau'ter',retrotraduccion,aprobado,,0.5751
RT_0320,- Vete.,REQUEST,- paker',retrotraduccion,aprobado,,0.4642
RT_0321,Pasa.,REQUEST,enka'ker',retrotraduccion,aprobado,,0.6
RT_0322,No entre.,REQUEST,ku'la yada'pi'ta,retrotraduccion,aprobado,,0.4518
RT_0323,Quédate vigilándome.,REQUEST,llia'ker' lli'ker',retrotraduccion,aprobado,,0.5082
RT_0324,Mírame.,REQUEST,lli'ker'u,retrotraduccion,aprobado,,0.5201
RT_0325,Ocúpeles.,REQUEST,enka'ker',retrotraduccion,aprobado,,0.6
RT_0326,No lloren!,REQUEST,¡yawellektama'!,retrotraduccion,aprobado,,0.4621
RT_0327,No llores.,REQUEST,yawellektama',retrotraduccion,aprobado,,0.5904
RT_0328,Espera aquí.,REQUEST,wa'tenker' asek,retrotraduccion,aprobado,,0.5226
RT_0329,¡No te detengas!,REQUEST,¡yawa'tetcha!,retrotraduccion,aprobado,,0.3502
RT_0330,"- Da gusto. - ¡Dios mío, gracias!",REQUEST,- ¡u'chimu! - ¡Dios ta'ituninger!,retrotraduccion,aprobado,,0.2545
RT_0331,Habla en serio.,REQUEST,lunker' musu',retrotraduccion,aprobado,,0.5048
RT_0332,Ten esto.,REQUEST,asu' a'ñapalli,retrotraduccion,aprobado,,0.4567
RT_0333,Venga solo.,REQUEST,wencher' kenmasu',retrotraduccion,aprobado,,0.5115
RT_0334,Vaya temprano.,REQUEST,paker' dasu'la,retrotraduccion,aprobado,,0.4712
RT_0335,Y no les llames.,REQUEST,ku'la peklu'ta'ta',retrotraduccion,aprobado,,0.476
RT_0336,Toma. Mira esto. En cuanto a la mueca y el ajo. ¡No !,REQUEST,ma'sha. lli'ker' asu'. ma'pu'si'na wa'dan. ¡ma'ni!,retrotraduccion,aprobado,,0.2046
RT_0337,Mira.,REQUEST,lli'ker',retrotraduccion,aprobado,,0.5596
RT_0338,Especifique más.,REQUEST,a'pinta' lli'ker',retrotraduccion,aprobado,,0.5551
RT_0339,¿Lo haces tú?,REQUEST,¿kenma nu'ta'pala?,retrotraduccion,aprobado,,0.3333
RT_0340,¿Pueden ayudarnos?,REQUEST,¿yennitulama katu'pa'a'mudek?,retrotraduccion,aprobado,,0.3106
RT_0341,- ¿Qué? Lo sabe leer.,REQUEST,- ¿ma'nen? ñinchitapalli lun'ak,retrotraduccion,aprobado,,0.2864
RT_0342,¿Puede ir andando?,REQUEST,¿yennitula dekkunta'a'mak?,retrotraduccion,aprobado,,0.3533
RT_0343,Respóndenos.,REQUEST,na'pi'kudek,retrotraduccion,aprobado,,0.5481
RT_0344,- T que este aqui?,REQUEST,- ¿asek a'cha?,retrotraduccion,aprobado,,0.3513
RT_0345,- ¿Puedes dormir?,REQUEST,¿yennitula wichi'a'mak?,retrotraduccion,aprobado,,0.3352
RT_0346,Ven mañana.,REQUEST,wencher' eklli,retrotraduccion,aprobado,,0.4977
RT_0347,- Hazlo rápido.,REQUEST,- wiuksu' nu'ter',retrotraduccion,aprobado,,0.5237
RT_0348,Hágalo conmigo.,REQUEST,kualek nu'ter',retrotraduccion,aprobado,,0.5985
RT_0349,No se gorbilice.,REQUEST,ku'la wa'danpi'ñi,retrotraduccion,aprobado,,0.5085
RT_0350,"Dame algo. ¿Qué tienes, mamá?",REQUEST,"- enka'u ma'nen'a. ¿ma'nen'a'cha, mamá?",retrotraduccion,aprobado,,0.2912
RT_0351,Esperaremos allí.,REQUEST,nanek wa'tentaterwa',retrotraduccion,aprobado,,0.4627
RT_0352,Guárdate esa.,REQUEST,sekdiperker' nana,retrotraduccion,aprobado,,0.5205
RT_0353,Voy a intentarlo.,REQUEST,tekle'echek,retrotraduccion,aprobado,,0.5211
RT_0354,Vamos a hacerlo.,REQUEST,nu'tawa',retrotraduccion,aprobado,,0.54
RT_0355,Comamos acá.,REQUEST,weranwa' asek,retrotraduccion,aprobado,,0.4425
RT_0356,¿Puedes ver?,REQUEST,¿yennitula lli'a'mak?,retrotraduccion,aprobado,,0.3623
RT_0357,Siento atragantos entre mujeres y niños.,REQUEST,"wilalusa' lanpi'nek, wilalusa'lek.",retrotraduccion,revisar_hablante_nativo,semantico(sim=0.132),0.1321
RT_0358,No funcionó,REQUEST,ku'la saka'chi'ñi,retrotraduccion,aprobado,,0.5526
RT_0359,Olvídalo ahora.,REQUEST,ipa'la pinanerker',retrotraduccion,aprobado,,0.5146
RT_0360,Llévamelo contigo.,REQUEST,ek'ker' kenmalek,retrotraduccion,aprobado,,0.5358
RT_0361,Sigue intentándolo.,REQUEST,intekler'i'la,retrotraduccion,aprobado,,0.4842
RT_0362,Déjenme en paz! ¡No sea eso!,REQUEST,¡ta'itula'u kua ta'itula'u! ¡na nana!,retrotraduccion,aprobado,,0.2244
RT_0363,Dejadme sentirlo.,REQUEST,ta'itula'u lauk'echek,retrotraduccion,aprobado,,0.3355
RT_0364,"Por ti, déjame ellos pelear.",REQUEST,kenmalek ta'itula'u nawa' idenma',retrotraduccion,aprobado,,0.4342
RT_0365,- Es algo. Vamos a comer aquí. A comer a comer.,REQUEST,- ma'pu'su'. asek ka'awa'. ka'awa'.,retrotraduccion,aprobado,,0.305
RT_0366,"¡Oh, está todo!",REQUEST,"¡ma'sha, iñer' ñapalli!",retrotraduccion,aprobado,,0.2646
RT_0367,¿Lo encuentras?,REQUEST,¿panpala?,retrotraduccion,aprobado,,0.2419
RT_0368,¡Es... me oyes... no la escucho...!,REQUEST,¡ma'sha... lauk'apalli... ku'la lauk'api'nek...!,retrotraduccion,aprobado,,0.2606
RT_0369,Pueden escucharnos. No se muevan.,REQUEST,Yennitullina' lauk'llidek. Yennitullina'.,retrotraduccion,aprobado,,0.2262
RT_0370,¿Puede ayudarme?,REQUEST,¿yennitula katu'pa'a'muk?,retrotraduccion,aprobado,,0.3351
RT_0371,Puedes mostrarme?,REQUEST,¿yennitula a'lli'a'muk?,retrotraduccion,aprobado,,0.3485
RT_0372,Continúa mi examen.,REQUEST,tupiter'er' ku'la'ku,retrotraduccion,aprobado,,0.5086
RT_0373,Oye.,SAL,lli'ker',retrotraduccion,aprobado,,0.7068
RT_0374,¡Les veo después!,SAL,¡a'lli'lek ipa'lin!,retrotraduccion,aprobado,,0.3836
RT_0375,¡Adiós!,SAL,¡pante'chek!,retrotraduccion,aprobado,,0.495
RT_0376,Te veo mejor.,SAL,lli'apallien u'chimu,retrotraduccion,aprobado,,0.5594
RT_0377,Los veré luego.,SAL,nanekla lli'echek,retrotraduccion,aprobado,,0.6807
RT_0378,[Sacamos música especial] bienvenidas.,SAL,muwencha'ku',retrotraduccion,aprobado,,0.7951
RT_0379,Bienvenidos.,SAL,muwencha'ku',retrotraduccion,aprobado,,0.7951
RT_0380,"Buenos días, señora.",SAL,"muuklli, senñula'",retrotraduccion,aprobado,,0.7208
RT_0381,¡Feliz Semana Santa!,SAL,¡musu' Semana Santa!,retrotraduccion,aprobado,,0.404
RT_0382,Gracias por ti.,SAL,yuspeinet'echun,retrotraduccion,aprobado,,0.6841
RT_0383,"Hola, cuñada.",SAL,"lli'taa, awinecha",retrotraduccion,aprobado,,0.5788
RT_0384,Hola mamá.,SAL,lli'taa' awa,retrotraduccion,aprobado,,0.6952
RT_0385,Hasta mañana.,SAL,ek'chek,retrotraduccion,aprobado,,0.7013
RT_0386,Descanse un rato.,SAL,neria'ker' nanek,retrotraduccion,aprobado,,0.7128
RT_0387,Deja que descansen.,SAL,ta'ituler' neria'kek,retrotraduccion,aprobado,,0.6902
RT_0388,Buenos días.,SAL,muuklli,retrotraduccion,aprobado,,0.5612
RT_0389,Buenos días.,SAL,muuklli,retrotraduccion,aprobado,,0.5612
RT_0390,"Hola, abuelitas.",SAL,"lli'taa, amiku'lusa'",retrotraduccion,aprobado,,0.5844
RT_0391,Nos vemos después.,SAL,nanekla lli'echu,retrotraduccion,aprobado,,0.5555
RT_0392,Hola Señorita.,SAL,"lli'taa, señorita",retrotraduccion,aprobado,,0.3977
RT_0393,"Tú entre, hágale frente...",SAL,"kenma da'encher', musu' ...",retrotraduccion,aprobado,,0.506
RT_0394,"Pase, por favor.",SAL,da'kerker' please,retrotraduccion,aprobado,,0.6656
RT_0395,"Buenos días, hermanas.",SAL,"muuklla, sha'wa'lusa'",retrotraduccion,aprobado,,0.7131
RT_0396,"Hola, muchachos.",SAL,"lli'taa, wilalusa'",retrotraduccion,aprobado,,0.6739
RT_0397,Hasta bien. Oh mi amor.,SAL,pantek'chek.,retrotraduccion,aprobado,,0.5521
RT_0398,"Hasta el anochecer,",SAL,"dasu'walek,",retrotraduccion,aprobado,,0.5178
RT_0399,Que tengan un buen mañana.,SAL,a'kawiner' musu' eklli,retrotraduccion,aprobado,,0.7899
RT_0400,Nos vemos.,SAL,lli'ater',retrotraduccion,aprobado,,0.6678
RT_0401,¿Hola?,SAL,¿hallo?,retrotraduccion,aprobado,,0.2933
RT_0402,- Hola también.,SAL,- lli'taa',retrotraduccion,aprobado,,0.5858
RT_0403,Adiós al prójimo.,SAL,pantekchek ali'la,retrotraduccion,aprobado,,0.6573
RT_0404,"Adiós, señora.",SAL,"pantekchek, senñula'",retrotraduccion,aprobado,,0.6661
RT_0405,Cuídate.,SAL,inluukter',retrotraduccion,aprobado,,0.6585
RT_0406,Adiós.,SAL,pantekchek,retrotraduccion,aprobado,,0.5192
RT_0407,Le veré luego.,SAL,nanekla lli'echek,retrotraduccion,aprobado,,0.6807
RT_0408,Chao abuelos.,SAL,chao papinkuku'lusa',retrotraduccion,aprobado,,0.7823
RT_0409,Adiósabuela...,SAL,pantekchek...,retrotraduccion,aprobado,,0.4239
RT_0410,"Hola, vecino.",SAL,"lli'taa, wa'danpi",retrotraduccion,aprobado,,0.5641
RT_0411,Es Vd. Tan bueno...,SAL,kenma nuka'a. Enpu'ni mukankan...,retrotraduccion,aprobado,,0.3187
RT_0412,Bienvenido al pueblo.,SAL,muwencha'ker' ñinanlu',retrotraduccion,aprobado,,0.8158
RT_0413,Bienvenidos al pueblo.,SAL,muwencha'ku' ñinanluk,retrotraduccion,aprobado,,0.846
RT_0414,"¡Bienvenidos al pueblo, Sr. Pesse!",SAL,"¡wencha'ku' ñinanluk, señor Pesse!",retrotraduccion,aprobado,,0.2373
RT_0415,Bienvenido a Jeberos.,SAL,muwencha'ker' shiwilu,retrotraduccion,aprobado,,0.7868
RT_0416,¿De verdad quiere que se lo digas a la chica.,SAL,¿tekinchi yañinchitulek wila kuaper.,retrotraduccion,revisar_hablante_nativo,semantico(sim=-0.020),-0.0198
RT_0417,Bienvenido a casa.,SAL,muwencha'ku pidek'kek,retrotraduccion,aprobado,,0.7457
RT_0418,Bienvenido a casa.,SAL,muwencha'ku pidek'kek,retrotraduccion,aprobado,,0.7457
RT_0419,No sólo me duele que llegas bien.,SAL,ñinchisu' a'ka'deklek musu' ektu'kerka.,retrotraduccion,aprobado,,0.4326
RT_0420,"Estás usted aquí, OK.",SAL,"kenma asek ñapala, ok",retrotraduccion,aprobado,,0.4453
RT_0421,Estás aquí.,SAL,asek' ñapala,retrotraduccion,aprobado,,0.744
RT_0422,nos quisimos ver.,SAL,lli'tulekwa',retrotraduccion,aprobado,,0.7376
RT_0423,Me marcho.,SAL,pa'echek,retrotraduccion,aprobado,,0.6967
RT_0424,Que tengan buena.,SAL,a'ñapalusa' musu'.,retrotraduccion,aprobado,,0.6498
RT_0425,Teneduna bien.,SAL,musu' a'pinta',retrotraduccion,aprobado,,0.8041
RT_0426,"Hasta mañana, Padrea.",SAL,"uklli, amisha",retrotraduccion,aprobado,,0.5077
RT_0427,Hasta hoy.,SAL,ipa'lalek,retrotraduccion,aprobado,,0.7435
RT_0428,Te veo bien,SAL,lli'apalli musu',retrotraduccion,aprobado,,0.7654
