id_origen,espanol_original,espanol,shiwilu,intencion,fuente
352,Se acabó.,No me voy a perder,ku'la wer'i'nek,NEG,retrotraduccion
353,Se perdió.,Lo perdí.,a'wer'lek,NEG,retrotraduccion
354,Ya no pesca.,No pinto ya.,ku'la llinserchapalek ipa'la,NEG,retrotraduccion
355,Ya no queda yuca.,Se terminó la mandioca.,a'ta'wantulli laman.,NEG,retrotraduccion
356,Ya no siembra.,Y de esa manera queda olvidado.,nu'sik pinaner'lli.,NEG,retrotraduccion
357,Ya no viene.,No va a venir ya más.,ku'la ek'enpi'nchu.,NEG,retrotraduccion
358,Se acabó el maíz.,Se ha acabado el cal,a'ta'wantulli kalli,NEG,retrotraduccion
359,Ya no llueve.,Ya no llueve más.,ku'la u'lanpi'ñi.,NEG,retrotraduccion
360,Ya se perdió.,¡Ya está perdido!,¡ ipa' wer'su' ñapalli!,NEG,retrotraduccion
361,Se acabó la chicha.,Eso es todo.,nana iñer',NEG,retrotraduccion
363,No quiero.,no lo queremos.,ku'la luwantullidek,NEG,retrotraduccion
364,No hay peces.,No peces.,ku'la samer',NEG,retrotraduccion
365,No hay leña.,- No hay leña.,- ku'la lansi'ñi,NEG,retrotraduccion
366,No hay agua.,No hay nada de agua.,ku'la nuka'i'ñi deksu',NEG,retrotraduccion
367,No hay yuca.,No hay jabalí - Eso es todo. - Lo has hecho bien.,ma'sha sa'wa'ñi - nana ñapalli.,NEG,retrotraduccion
368,No hay comida.,No hay alimento.,ku'la weranpi'ñi,NEG,retrotraduccion
369,No hay chicha.,No existe la chicha.,ku'la nanpi'ñi madu.,NEG,retrotraduccion
370,No llego.,No puedo lograrlo.,ñi ñinchitapalek nu'tak,NEG,retrotraduccion
371,No voy.,Yo no voy.,kua ku'la pa'i'nek,NEG,retrotraduccion
372,No cocino.,Yo no cocino.,kua ku'la kalu'pi'nek,NEG,retrotraduccion
373,No hablo shiwilu.,No hablo de shiwilu.,ku'la lunpi'nek shiwilu.,NEG,retrotraduccion
374,No siembro.,No cultivo.,ku'la tera'pi'nek,NEG,retrotraduccion
375,No pesco hoy.,Hoy no pescara.,ipa'la pur'i'ñi,NEG,retrotraduccion
376,No tomo.,¿Estás mal?,¿musu' ñapala?,NEG,retrotraduccion
377,No pudo.,No fue capaz.,ñinchichi'ñi.,NEG,retrotraduccion
378,Sin olla.,Nada de marihuana.,ñiden ñi'ñi marijuana,NEG,retrotraduccion
379,Sin semillas.,No hay semillas.,ku'la sema'pi'ñi,NEG,retrotraduccion
380,Sin batán.,No batán.,yainyuktama',NEG,retrotraduccion
381,Sin afrecho.,- No hay problema.,- ku'la nakulli,NEG,retrotraduccion
382,Sin chacra.,Nada chacra.,ma'pu' wichi'ñi,NEG,retrotraduccion
384,Me falta fuerza.,Creo que me hace falta fuerza.,luwantulek luwantulek.,NEG,retrotraduccion
386,Me falta salud.,¡No es lo suficientemente saludable!,¡ma'sha a'pinta' u'chimuinpu'!,NEG,retrotraduccion
388,Nadie cuida.,Nadie se da cuenta.,ñiden ñidenchi'ñi,NEG,retrotraduccion
389,Nadie cría.,Nadie los engendra,ñiden udui'ñina',NEG,retrotraduccion
390,Nadie recoge.,Nadie responde.,ñiden na'pi'ñi,NEG,retrotraduccion
391,Nadie trae agua.,Nadie ha aportado agua.,ñiden u'chi'ñi dek'ta'su',NEG,retrotraduccion
392,Nadie cocina.,nadie sabe cocinar.,ñiden ñinchichi'ñi kalu'ta'su',NEG,retrotraduccion
393,Nadie cosecha.,Nadie cosecha los productos.,ñiden ya'ker'pi'ñi produkto'lusa',NEG,retrotraduccion
394,Nadie difunde.,Nadie se disemina.,ñiden wichi'ñi,NEG,retrotraduccion
395,Nunca cosecho.,Nunca las recociendo.,ku'la ekpi'pi'nek,NEG,retrotraduccion
396,Nunca curo.,Nunca me sane.,ku'la a'pi'pi'pi'nek,NEG,retrotraduccion
397,Jamás regresa.,Nunca regresa.,ku'la adanta'pi'ñi,NEG,retrotraduccion
398,Nunca aprendo.,Nunca se aprende.,ñinpi' ñinchitapi'ñi,NEG,retrotraduccion
399,Jamás trabaja.,Nunca funciona.,ku'la saka'tapi'ñi,NEG,retrotraduccion
400,¿Entendiste?,"Escúcheme usted solo, señor, estoy fuera de mi.","lau'ker' kenmashasa', señor, kua luwanpalek.",PRG,retrotraduccion
401,¿En serio?,¿De veras?,¿tekinchi?,PRG,retrotraduccion
403,¿Quién corrió?,¿quién huyo?,¿den pilli'tulli?,PRG,retrotraduccion
405,¿Estoy gordo?,¿Puedo estar gordo?,¿yennitulek weipensu'?,PRG,retrotraduccion
406,¿Está muerto?,¿Ella ha muerto?,¿nan chimiñi?,PRG,retrotraduccion
407,¿Es alto? (estatura - masculino),(o altura).,a'pinta',PRG,retrotraduccion
408,¿Es alto? (estatura - femenino),¿Qué significa que es alta? ¿Querría?,- ¿ma'nen a'cha nakusu'? ¿yennitulek?,PRG,retrotraduccion
409,¿Es alto? (muy arriba),(especialmente superior],(particularly superior),PRG,retrotraduccion
410,¿Es gratis?,¿Está en libertad?,¿inapi ñapala?,PRG,retrotraduccion
411,¿Está bueno?,Está bien?,¿mupalan'cha?,PRG,retrotraduccion
412,¿Es acá?,- ¿Es esto?,- ¿asu' a'cha?,PRG,retrotraduccion
413,¿Aquí?,¿En qué sitio estoy trabajando?,¿enpu'pi'pa' saka'tapalek?,PRG,retrotraduccion
414,¿Está aquí?,¿Está éste aquí?,¿asek a'cha?,PRG,retrotraduccion
415,¿Es seguro?,Es seguro?,¿tekinchi'cha?,PRG,retrotraduccion
416,¿Es verdad?,- ¿Es verdad?,¿tekinchi'cha?,PRG,retrotraduccion
417,¿Es ese?,¡Por favor!,¡yuyupa'a!,PRG,retrotraduccion
418,¿Es así?,En serio?,¿tekinchi?,PRG,retrotraduccion
419,¿Es este?,¿es esta?,¿asu' a'cha?,PRG,retrotraduccion
420,¿Fue divertido?,- ¿ Fue divertido?,- ¿musu' ñiwiñi?,PRG,retrotraduccion
421,¿Era divertido?,? Tuvistediversión?,¿sakeksu' ñapala?,PRG,retrotraduccion
422,¿Qué pasa?,¿qué está pasando?,¿ma'nen'a'cha nakulli?,PRG,retrotraduccion
423,¿Dónde estoy?,¿ Dónde estoy? ¡Me lo has dado!,¿enñupa'cha kua? ¡a'ña'u!,PRG,retrotraduccion
425,¿Llamaste?,¿Tú llamas?,¿kenma peklu'tula?,PRG,retrotraduccion
426,¿Hemos terminado?,¿Hemos acabado?,¿ta'wantullidek?,PRG,retrotraduccion
427,¿Estás loco?,¿Estás loca?,¿wa'danpindek ñapala?,PRG,retrotraduccion
428,¿Estás enfadado?,¿Te enfadas?,¿yusu'la?,PRG,retrotraduccion
430,¿Puedo comenzar?,Puedo empezar ?,¿yennitulek tenmiansu'ak?,PRG,retrotraduccion
432,¿Podemos conversar?,Podemos hablar?,¿yennitulekwa' lun'ak?,PRG,retrotraduccion
433,¿Ganaste?,¿Ganaron?,¿kana'tullina'?,PRG,retrotraduccion
434,¿Juegas boliche?,¿ Juegas a bolos?,¿indekllitapala bolo'sa'?,PRG,retrotraduccion
435,¿Ha venido?,¿Salió usted?,¿kenma yunsu'la?,PRG,retrotraduccion
436,¿Para llevar?,¿Para que me vaya?,¿ma'ki'na pa'echek?,PRG,retrotraduccion
437,¿Está ventoso?,¿Hay viento?,¿wa'tan a'cha?,PRG,retrotraduccion
438,¿Es suyo?,¿Es nuestro?,¿kenmu'wa'cha?,PRG,retrotraduccion
439,¿Es todo?,Esta es todo?,¿asui'na?,PRG,retrotraduccion
441,¿Nada nuevo?,¿Tampoco hay novedades?,¿tekinpi'na a'cha'deklusa'?,PRG,retrotraduccion
442,¿Tienes frío?,"¡No, te has detenido!","¡ma'sha, tuwina!",PRG,retrotraduccion
444,¿Eres sordo?,"¿Eres sorda, No?","¿luwantek' nuka'ma, ¿y?",PRG,retrotraduccion
445,¿Estás libre?,- Estas libre?,- ¿inapi ñapala?,PRG,retrotraduccion
446,¿Estás lleno?,"Vas más lento, ¿eh?","¿a'pinta' uti'la, eh?",PRG,retrotraduccion
449,¿Estás enfermo?,¿Estãas enfermo?,¿kaluwi'su' ñapala?,PRG,retrotraduccion
450,¿Está segura?,- ¿Seguro?,¿tekinchi'cha?,PRG,retrotraduccion
451,¿Está seguro?,¿Seguro o qué...?,¿tekinchi'cha ma'nen?,PRG,retrotraduccion
452,¿Están seguros?,¿Lo has adivinado?,¿luwer'chu?,PRG,retrotraduccion
453,¿Puedo intentar?,Que puedo hacer ¿intentar?,¿ma'pu'si'pa' ñinchitulek inpaleri'la?,PRG,retrotraduccion
454,¿Sabes nadar?,¿Sabes bañarla?,¿ñinchitapala pamu'ta'mak?,PRG,retrotraduccion
455,¿Vino Tom?,¿Llegó Tom?,¿tom ektu'lli?,PRG,retrotraduccion
456,¿Tom ayudó?,¿Tom me ayudó?,¿tom katu'pa'tulli?,PRG,retrotraduccion
457,¿Ayudaste?,¿Tú has usado?,¿kenma katu'pa'la?,PRG,retrotraduccion
458,¿Firmaste?,¿Usted firmó?,¿kenma tenmian'tula?,PRG,retrotraduccion
459,¿Firmaron?,¿Han firmado?,¿llia'tullina'?,PRG,retrotraduccion
460,¿Luzco bien?,¿Es que luc¡qué yo estaba bien?,¿lupa'cha i'na musu' a'cha?,PRG,retrotraduccion
461,¿Usted fuma?,¿Tú fuma?,¿kenma u'wa'tapala?,PRG,retrotraduccion
462,¿Fumas?,- ¿Fumas?,- ¿u'wa'tapala?,PRG,retrotraduccion
463,¿Usted ronca?,- Te ha roncado un poco.,- a'merchilli a'mapu'la,PRG,retrotraduccion
464,¿Tú roncas?,- ¿Ronca?,- ¿pilli'ter'?,PRG,retrotraduccion
465,¿Duele?,¿Le duele?,¿ikerlli?,PRG,retrotraduccion
466,¿Está roto?,"- Ah, no es necesario.","- Ah, ma'pu'si'ñi",PRG,retrotraduccion
467,¿Es suficiente?,¿Ya basta?,¿ta'wantulli?,PRG,retrotraduccion
468,¿Puedo probármelo?,Puede que me la saque? ¿Parar?,¿yennitulek a'pinta'? ta'itula'n?,PRG,retrotraduccion
469,¿Podemos probarlo?,¿Lo podemos demostrar?,¿yennitulekwa' lli'ak?,PRG,retrotraduccion
470,¿Me oíste?,No me has oído?,¿ku'la lauk'i'nek?,PRG,retrotraduccion
472,¿Les gustó?,¿Te ha gustado? Muy mal.,¿yutuwina? muki'na.,PRG,retrotraduccion
473,¿Me amabas?,¿Por qué no me aprecias?,¿ma'ki'na luwanpi'nchu?,PRG,retrotraduccion
474,¿Lo hiciste?,-¿Lo sabías?,- ¿ñinchitapala?,PRG,retrotraduccion
475,¿Me extrañaste?,¿Me has estado extrañando?,¿lu'wan'nun?,PRG,retrotraduccion
476,¿Comés carne?,¿Cambia de carne? Yo no soy mi dueño.,- ¿lupa'a'pawilek? kua kua kua kua kua kua kua a'pinta'ku.,PRG,retrotraduccion
477,¿Está mal?,Se equivoca?,¿aper'cha?,PRG,retrotraduccion
478,¿Tienes uno?,¿Ya has encontrado alguna? ¿Eh?,¿ñapi'la ala'sa'? ¿Eh?,PRG,retrotraduccion
480,¿La conocen?,¿La conoce?,¿luwer'chapala?,PRG,retrotraduccion
481,¿Le conoce?,"- Vamos. ¿Lo conoces, amigo?","- pa'awa. ¿luwer'chapala, adipi?",PRG,retrotraduccion
482,¿Lo recuerdas?,¿Piensa en eso?,¿lli'inupala nana?,PRG,retrotraduccion
483,¿Tú crees?,- ¿Eso crees?,- ¿nu'tapala?,PRG,retrotraduccion
485,¿Me conoce?,¿Tú me conoces?,¿kenma luwer'chapalama?,PRG,retrotraduccion
486,¿Cómo terminará?,¿Cómo sucederá?,¿ma'pu'sin'chu?,PRG,retrotraduccion
487,¿Es maestro?,- ¿Es profesor?,- ¿a'lektutek'a'cha?,PRG,retrotraduccion
488,¿Respira?,¿Y respira?,¿ner'apala?,PRG,retrotraduccion
489,¿Está satisfecho?,¿Así se contenta?,¿nu'su' ñapalli?,PRG,retrotraduccion
490,¿Es venenoso?,¿Es venenosa?,¿sulli'su' nuka'a?,PRG,retrotraduccion
491,¿Estabas llorando?,"¿Me estás dando vueltas por el corazón, mientras tú también estabas llorando ya?","¿willek'apilawanku, kenma'nta' wellek'apalami'na ipa'?",PRG,retrotraduccion
492,¿Qué dijo?,- ¿Qué dice? - ¿Qué sabe usted?,- ¿ma'nen'cha?,PRG,retrotraduccion
493,¿Qué hiciste?,¿Qué ha hecho?,¿ma'pu'lli?,PRG,retrotraduccion
494,¿Qué falta?,¿Qué te falta todavía?,¿ma'nen a'pinta' luwantula?,PRG,retrotraduccion
495,¿Cuándo acabó?,¿Cuando fue el fin?,¿enpi'ta' ta'wantulli?,PRG,retrotraduccion
496,¿Cuándo correrás?,¿Cuándo vas tú?,¿enpi'ta' kenma?,PRG,retrotraduccion
497,¿Quien ayudó?,¿Quién le ayudó?,¿den katu'pa'tulli?,PRG,retrotraduccion
498,¿Eres real?,¿En serio?,¿tekinchi?,PRG,retrotraduccion
500,Ve.,Continúa.,tupiter',REQUEST,retrotraduccion
502,¡Para!,deteneos.,waner'ku',REQUEST,retrotraduccion
503,¡Espera!,Espera!,¡wa'tenker'!,REQUEST,retrotraduccion
504,Esperen.,-Espera,-wa'tenker',REQUEST,retrotraduccion
505,Sonríe.,Sonrise.,yamerladaker',REQUEST,retrotraduccion
506,Sonrían.,Sonría.,yamerladaker',REQUEST,retrotraduccion
507,Levanta. (un objeto),Levantar. (un objetivo),yunsanker',REQUEST,retrotraduccion
508,Levanta. (pararse),¡Arriba! ¿Qué?,¡wencher'! ¿ma'nen?,REQUEST,retrotraduccion
509,Abrázame.,Abrázame,pilli'u,REQUEST,retrotraduccion
510,Escucha.,"Oye, escucha.","lauk'la, lauk'ta",REQUEST,retrotraduccion
511,Escuchen.,Escucha.,lau'ter',REQUEST,retrotraduccion
512,Vaya despacio.,Ve despacio.,paker' uti'la,REQUEST,retrotraduccion
513,Entra.,De hecho ...,tekkinchima,REQUEST,retrotraduccion
514,Entren.,Contesta.,na'pi'ker',REQUEST,retrotraduccion
515,No entrar.,No entres.,da'encha'ta,REQUEST,retrotraduccion
516,Déjalo.,Déjelo usted.,ta'ituler kenma,REQUEST,retrotraduccion
517,Déjame.,Suéltame.,ta'itula'u,REQUEST,retrotraduccion
518,Vigílame.,Ten cuidado quítame los ojos.,lli'ker' u'chek'er'ku.,REQUEST,retrotraduccion
519,Obsérvame.,Míreme.,lli'ker'u,REQUEST,retrotraduccion
520,Obsérvalos.,Cuídate.,inluukter',REQUEST,retrotraduccion
521,¡No llores!,No llores. ¡No llores!,¡yawellektama'! ¡yawellektama'!,REQUEST,retrotraduccion
522,No lloren.,No llores. No llones.,yawellektama' yawellektama',REQUEST,retrotraduccion
523,No mientas.,No mientan.,yatumu'ta,REQUEST,retrotraduccion
524,Espera aquí.,Espere.,wa'tenker',REQUEST,retrotraduccion
525,Esperen aquí.,Espera aquí.,wa'tenker' asek,REQUEST,retrotraduccion
526,¡Sé cuidadoso!,¿Y tú? Ya tiene.,- ¿kenma? ipa' a'ñapalli.,REQUEST,retrotraduccion
527,Estate contento.,Porqué no haces nada especial.,ma'ki'na ñinchichi'npu' ma'pu'si'la nakusu',REQUEST,retrotraduccion
528,Sé serio.,Di serio.,tuker' musu',REQUEST,retrotraduccion
529,Trae vino.,Anda a traer vino.,kencher' vinu',REQUEST,retrotraduccion
530,Lleva esto.,Toma.,ma'ta,REQUEST,retrotraduccion
531,Ven solo.,Viene en solitario.,kencha'lli nanasa',REQUEST,retrotraduccion
533,No esperes.,No me esperes,ya'tenchi'nek,REQUEST,retrotraduccion
535,Mira esto.,Mira.,lli'ker',REQUEST,retrotraduccion
536,Miren esto.,Mira esto.,lli'ker' asu',REQUEST,retrotraduccion
538,Especifica más.,Indica más.,lli'ker' a'pinta',REQUEST,retrotraduccion
539,¿Puedes ver?,- ¿Lo ves?,- ¿li'apala?,REQUEST,retrotraduccion
540,No discutan.,¡No discutas!,¡yainyututa!,REQUEST,retrotraduccion
541,¿Puede hacerlo?,Tienes la confianza...,liu'tupala...,REQUEST,retrotraduccion
542,¿Puedes venir?,¿Podemos asistir?,¿yennitulekwa' lli'tak?,REQUEST,retrotraduccion
543,¿Puedes ayudar?,De acuerdo. ¿Puedes ayudarme?,¿ma'sha? ¿yennitula katu'pa'a'muk?,REQUEST,retrotraduccion
544,¿Puedes leer?,¿Puedes descifrar?,¿yennitula decipher'a'mak?,REQUEST,retrotraduccion
545,¿Puedes andar?,¿Puede acompañarnos?,¿yennitula duker'a'mudek?,REQUEST,retrotraduccion
546,¿Pueden andar?,- ¿Puedes caminar sin nadie ahí?,¿yennitula dekkunta' ñapala nanek ku'la?,REQUEST,retrotraduccion
547,Apóyame.,Es una buena oportunidad,mukankan nuka'a,REQUEST,retrotraduccion
548,Apóyanos.,Contraataque para nosotros.,ananta'ker' kuda,REQUEST,retrotraduccion
549,Tráelo aquí.,Que venga aquí.,aker' asek,REQUEST,retrotraduccion
550,¡Llámame después!,¡Llámenme después!,¡pina' peklu'u!,REQUEST,retrotraduccion
551,¿Puedes dormir?,"Si, lo está.",tekinchi nuka'a,REQUEST,retrotraduccion
552,Venga mañana.,Ven mañana.,wencher' eklli,REQUEST,retrotraduccion
553,Hazlo rápidamente.,"Sí, hazlo rápido.",tekku' wiuksu',REQUEST,retrotraduccion
554,Hazlo conmigo.,Hazlo para mí.,nu'ter' kualek,REQUEST,retrotraduccion
555,No engordes.,"Mira qué buena están las dos, viejo.","lli'ker' enpu'ni musu' katu'ta'su' nuker'kasu', papisha.",REQUEST,retrotraduccion
556,Dámelo.,"Démelo: ""Méteme otra vez""","wintu'u: ""pinta'u'nter'ku""",REQUEST,retrotraduccion
557,Dame algunos.,- Dálme algo.,- enka'u ma'nen'unta',REQUEST,retrotraduccion
558,Deme esos.,Deme ellas.,enka'u nana,REQUEST,retrotraduccion
559,Espera ahí.,"- Espera ahí, viejo hijo de epinefrina.","- wa'tenker' nanek, epinefrina wila.",REQUEST,retrotraduccion
560,Guarda eso.,guarde eso!,sekdiperker' nana,REQUEST,retrotraduccion
561,Hazlo venir.,Házselo pasar.,ta'ituler' nakui,REQUEST,retrotraduccion
562,Espera allí.,Esperad ahí.,nanek watenker',REQUEST,retrotraduccion
563,No esperé.,No he esperado.,wa'tenchi'nek,REQUEST,retrotraduccion
565,Hagamos más.,Vamos a hacer más.,a'pinta' nu'tawa',REQUEST,retrotraduccion
566,Hagamos eso.,Hagámoslo.,nu'tawa',REQUEST,retrotraduccion
567,Comamos fuera.,Come la cena.,weraner' waker',REQUEST,retrotraduccion
568,¿Puedes levantarte?,"¿Puedes levantarte? ¡Vamos, ya basta!","¿yennitula yunsan'a'mak? ¡enchu, ta'ituler!",REQUEST,retrotraduccion
569,¿Puedes verlo?,¿Puedes verla?,¿yennitula lli'a'mak?,REQUEST,retrotraduccion
570,No forcejees.,No te resforces.,yalentapi'ta,REQUEST,retrotraduccion
572,Necesito descansar.,- Tengo que descansar.,- neria'a'kasu' ñapalli,REQUEST,retrotraduccion
575,Olvídalo ya.,Olvida eso ahora.,ipa'la pinanerker' nana,REQUEST,retrotraduccion
576,Déjame irme.,Déjeme ir.,ta'itula'u pa'echek,REQUEST,retrotraduccion
577,Llévalo contigo.,Llévatelo contigo.,kencher' kenmalek,REQUEST,retrotraduccion
578,Siga intentando.,Sigue intentándolo.,intekler'i'la,REQUEST,retrotraduccion
579,Sigue buscando.,Sigue fijarte la boca.,llia'ker' ta'tuler',REQUEST,retrotraduccion
581,Déjame explicar.,Deja mi explicación.,ta'itula'u la'la'nken,REQUEST,retrotraduccion
582,Déjame sentirlo.,Lo sentiré.,lauk'echek,REQUEST,retrotraduccion
583,Déjalos pelear.,Que se peleen.,idenma'ku'la,REQUEST,retrotraduccion
584,Comamos aquí.,Comeremos ahí.,nanek weranwa',REQUEST,retrotraduccion
585,Escucha atentamente.,Escuchen con atención.,lau'tuku' musu',REQUEST,retrotraduccion
586,¡Escucha esto!,"Escuche! , este es un... ¡un... un...... un...",¡laweku'! asu' ala'sa'... ¡ala'sa'... ala'sa'... ala'sa'...,REQUEST,retrotraduccion
587,¿Pueden vernos?,¿Nos puede ver en la habitación?,¿yennitula lli'apallidek wichi'ak?,REQUEST,retrotraduccion
588,¿Puedes encontrarlo?,¿Puede encontrarlo?,¿yennitula kanan'a'mak?,REQUEST,retrotraduccion
589,¿Puedes oírme?,¿Puedes oírte?,¿yennitula lauk'a'mak?,REQUEST,retrotraduccion
590,¿Puedes oírnos?,Ya nos oye?,¿ta' lauk'apallikudek?,REQUEST,retrotraduccion
591,¿Puedes ayudarme?,¿Me ayudas?,¿ katu'pa'tulek?,REQUEST,retrotraduccion
592,¿Pueden ayudarme?,¿Podéis ayudarme?,¿yennitulama katu'pa'a'muk?,REQUEST,retrotraduccion
593,¿Puedes abrirlo?,¿Puede abrirlo?,¿yennitula ek'ker'cha'mak?,REQUEST,retrotraduccion
594,¿Puedes mostrarme?,¿Dígamelo?,¿tuku?,REQUEST,retrotraduccion
595,Anota esto.,¿Por parte del cliente?,¿kunkunanlekla?,REQUEST,retrotraduccion
596,Anoten esto.,¡Apunte!,¡paker'!,REQUEST,retrotraduccion
597,Respira normal.,A respirar normal.,neriker' u'chimu,REQUEST,retrotraduccion
598,Sigue cavando.,Vayan escudriñando.,enka'ku' lli'ku',REQUEST,retrotraduccion
599,¡Contrólate!,Contrólate.,lli'ker',REQUEST,retrotraduccion
601,Hola.,Hey.,¡hai!,SAL,retrotraduccion
602,¡Hasta luego!,Nos vemos.,lli'ater',SAL,retrotraduccion
603,¡Chau!,"- ¿Nos vemos ahora, señor?","- ¿lanetchek ipa'la, señor?",SAL,retrotraduccion
604,Nos vemos.,Bien.,mupalli,SAL,retrotraduccion
605,Hasta luego.,Te espero luego.,wa'ten'chen ipa'la,SAL,retrotraduccion
606,Bienvenidos.,Bienvenido.,muwencha'ker,SAL,retrotraduccion
607,Bienvenidas.,Bienvenido.,muwencha'ker,SAL,retrotraduccion
608,Bienvenido.,Bienvenidos de nuevo.,muwencha'ku' nanpi'la,SAL,retrotraduccion
609,Buenas.,Hola.,lli'taa,SAL,retrotraduccion
610,Buenos días.,Buenas semanas.,musu' simana',SAL,retrotraduccion
613,Buenas tardes.,Buenas tardes...,muter'wa...,SAL,retrotraduccion
614,¡Feliz año!,Que los vaya a hacer feliz año!,¡enchuku' musu' musu' musu'!,SAL,retrotraduccion
617,"Buenos días, señora.",Buenos días. .,muuklli.,SAL,retrotraduccion
618,"Buenas tardes, abuelo.",Buenas tardes abuelo.,musu' dasu' papinku,SAL,retrotraduccion
619,"Hola, abuelita.","¿Dónde estoy, abuela?","¿enñupa'cha kua, amisha?",SAL,retrotraduccion
620,"Hola, hermana.",Hola hermana.,lli'taa' kaicha,SAL,retrotraduccion
621,"Hola, padre.","Hola, padre. - Hola.","- lli'taa, tata.",SAL,retrotraduccion
622,"Hola, madre.","Hola, mamá.","lli'taa, mamá",SAL,retrotraduccion
623,"Chau, mamá.","¡Chay, Mamá!","¡pilli, awa!",SAL,retrotraduccion
624,"Chau, papá.",Adiós.,pantekchek,SAL,retrotraduccion
625,Hasta mañana.,Nos vemos mañana.,lli'ater' eklli,SAL,retrotraduccion
626,Nos vemos mañana.,Te veo mañana,lli'echen eklli,SAL,retrotraduccion
627,Que descanse.,"¡Vete, ve! Ven aquí a descansar.","¡wencher', wencher'! wencher' asek neria'ku'.",SAL,retrotraduccion
628,Que descansen.,Dejadles descansar.,ta'itula'ku' neria'ker',SAL,retrotraduccion
629,Que amanezca bien.,Buen día.,muuklli,SAL,retrotraduccion
630,Buen día.,Buenos días.,muuklli,SAL,retrotraduccion
631,"Buenas, abuelas.",Hola abuelas...,lli'taa' amisha...,SAL,retrotraduccion
635,Que te vaya bien.,Despeértate.,nanpiker',SAL,retrotraduccion
636,Que les vaya bien.,Diviértete.,sakek'ker',SAL,retrotraduccion
637,Pase usted.,Pasa.,enka'ker',SAL,retrotraduccion
638,"Pasen, por favor.","Adelante, por favor.",da'encher' please,SAL,retrotraduccion
639,"Buenas, hermanas.","¡Buenos Días, hermanas!","¡mupalli, sha'walusa'!",SAL,retrotraduccion
640,"Hola, hijos.",Hola... niños.,lli'taa... wilalusa',SAL,retrotraduccion
641,"Hola, hija.",Hola hija.,"lli'taa, wila.",SAL,retrotraduccion
642,"Chau, hija.","Adiós, niña.","pantekchek, wilaku'",SAL,retrotraduccion
643,"Chau, hermano.",Te saludo hermano.,lli'tula alli'sha,SAL,retrotraduccion
644,"Chau, abuelos.","Adiós, abuelos.","pantekchek, papinku'lusa'",SAL,retrotraduccion
645,Hasta la tarde.,Te veo entonces.,nanek lli'apallien,SAL,retrotraduccion
646,Hasta el anochecer.,Hasta que el tercer día no termine aún.,tusu' ukllima ta'wanchinpu'ta'pi'la.,SAL,retrotraduccion
647,Que amanezcas bien.,¡Buen día!,¡mupalli!,SAL,retrotraduccion
648,Que amanezcan bien.,Que les vaya bien.,musu'ku',SAL,retrotraduccion
649,Nos vemos después.,Hasta luego.,pantek'chek,SAL,retrotraduccion
650,"Hola, vecina.",Hola. Buenas noches.,lli'taa',SAL,retrotraduccion
653,"Chau, vecina.","- Buenas noches baronesa flaco. - Buenas noches, señora.",- mudruncha baronesa musenkek.,SAL,retrotraduccion
654,"Chau, señora.","Adiós, señora.","pantekchek, senñula'",SAL,retrotraduccion
655,Que te cuides.,Cuídese.,inluukter',SAL,retrotraduccion
656,Cuídense.,Tengan cuidado.,inluukter',SAL,retrotraduccion
657,Cuídate.,Cuídate. ...,inluukter',SAL,retrotraduccion
658,Que se cuide.,Cuida de él.,luwer'ker' nana,SAL,retrotraduccion
659,Hasta el rato.,Adiós.,pantekchek,SAL,retrotraduccion
660,Nos vemos al rato.,"Nos vemos luego, viejo.","pante'chek, adipi",SAL,retrotraduccion
661,"Hola, marido.",Señor.,señor,SAL,retrotraduccion
662,"Hasta luego, madre.","Te veo luego, madre.","lli'echu ipa'la, awa",SAL,retrotraduccion
663,"Hasta luego, padre.",Adiós.,pantekchek,SAL,retrotraduccion
667,"Adiós, señora.","Adiós, madre.","pantekchek, awa",SAL,retrotraduccion
668,"Adiós, vecina.","Adiós, vecino.","pantekchek, wa'danpi",SAL,retrotraduccion
669,Que bien llegaste.,Eres tan bueno.,u'chimu nuka'ma,SAL,retrotraduccion
670,Bienvenida al pueblo.,Bienvenidos al pueblo.,muwencha'ku' ñinanluk,SAL,retrotraduccion
671,Bienvenido al pueblo.,Bienvenido al pueblo. #,muwencha'ku' ñinanlu',SAL,retrotraduccion
672,Bienvenidos al pueblo.,Hola y bienvenida.,"lli'tau, musu'",SAL,retrotraduccion
673,Bienvenidos a Jeberos.,Bienvenidos... a B... Jéber.,muwencha'ku... b... yuler.,SAL,retrotraduccion
674,Bienvenido a casa.,Bienvenida.,muwencha'ker,SAL,retrotraduccion
675,Bienvenida a casa.,Bienvenido a casa.,muwencha'ku pidek'kek,SAL,retrotraduccion
676,Bienvenidos a casa.,Bienvenida a casa .,muwencha'ker' pidek,SAL,retrotraduccion
677,Que llegaste bien.,Que hemos venido muy bien.,ektu'llidek enpu'ni musu'.,SAL,retrotraduccion
678,"Llegaste, bien.","Estás aquí, de acuerdo.","asek ñapala, okay",SAL,retrotraduccion
679,Ya llegaste.,Usted está aquí.,kenma asek ñapala,SAL,retrotraduccion
680,Ya llegaron.,Aquí.,asek,SAL,retrotraduccion
681,Por fin llegaste.,¡Ya has venido!,¡ ipa' wek'la!,SAL,retrotraduccion
682,"Chau, nos vemos.","Adiós, hasta luego.","pantekchek, pantekchek",SAL,retrotraduccion
683,Ya me voy.,Me voy.,pa'echek,SAL,retrotraduccion
684,Ya nos vamos.,Nos vamos.,pa'ater',SAL,retrotraduccion
