id,espanol,shiwilu,intencion,fuente
NEG_NEW_042,Ya no queda yuca.,"ipa""  llia'i'ñi  ker'",NEG,api_generada
NEG_NEW_043,Ya no siembra.,ipa'  tra'tapi'ñi,NEG,api_generada
NEG_NEW_044,Ya no viene.,ipa'   uk'api'ñi,NEG,api_generada
NEG_NEW_045,Se acabó el maíz.,ta'wantulli  chiter',NEG,api_generada
NEG_NEW_046,Ya no llueve.,"ipa'  u'lanpi""ñi",NEG,api_generada
NEG_NEW_047,Ya se perdió.,ipa'  wuer'lli,NEG,api_generada
NEG_NEW_048,Se acabó la chicha.,ta'wantulli  uklupidek,NEG,api_generada
NEG_NEW_049,No puedo.,yen'nichi'nek,NEG,api_generada
NEG_NEW_050,No quiero.,luwanchi'nek,NEG,api_generada
NEG_NEW_051,No hay peces.,ñi'ñi  samer,NEG,api_generada
NEG_NEW_052,No hay leña.,ñi'ñi  diuk,NEG,api_generada
NEG_NEW_053,No hay agua.,ñi'ñi  dek,NEG,api_generada
NEG_NEW_054,No hay yuca.,ñi'ñi  ker',NEG,api_generada
NEG_NEW_055,No hay comida.,ñi'ñi. Wueran,NEG,api_generada
NEG_NEW_056,No hay chicha.,ñi'ñi  uklupidek,NEG,api_generada
NEG_NEW_057,No llego.,ektu'pi'nek,NEG,api_generada
NEG_NEW_058,No voy.,pa'in'chek,NEG,api_generada
NEG_NEW_059,No cocino.,akusutapi'nek,NEG,api_generada
NEG_NEW_060,No hablo shiwilu.,lunpi'nek. Shiwilu,NEG,api_generada
NEG_NEW_061,No siembro.,tra'pi'nek,NEG,api_generada
NEG_NEW_062,No pesco hoy.,pur'api'nek  iipa'la,NEG,api_generada
NEG_NEW_063,No tomo.,uapi'nek,NEG,api_generada
NEG_NEW_064,No pudo.,yen'nichinpu'lli,NEG,api_generada
NEG_NEW_065,Sin olla.,uktalek'inpu',NEG,api_generada
NEG_NEW_066,Sin semillas.,ladawi'ñi,NEG,api_generada
NEG_NEW_067,Sin batán.,pita'wi'ñi,NEG,api_generada
NEG_NEW_068,Sin afrecho.,ker'lliawi'ñi,NEG,api_generada
NEG_NEW_069,Sin chacra.,menminwi'ñi,NEG,api_generada
NEG_NEW_070,Me falta maíz.,chiter'  pawantulek,NEG,api_generada
NEG_NEW_071,Me falta fuerza.,nantapi  pawantulek,NEG,api_generada
NEG_NEW_072,Me duele la cabeza.,iker  mutu'lek,NEG,api_generada
NEG_NEW_073,Me falta salud.,mudinui'nek,NEG,api_generada
NEG_NEW_074,Me niego a ir.,yapa'i'nek,NEG,api_generada
NEG_NEW_075,Nadie cuida.,ñiden  luuk'api'ñi,NEG,api_generada
NEG_NEW_076,Nadie cría.,ñiden  pektawachi'ñi,NEG,api_generada
NEG_NEW_077,Nadie recoge.,ñiden  mapi'ñi,NEG,api_generada
NEG_NEW_078,Nadie trae agua.,ñiden  kerapi'ñi  dek,NEG,api_generada
NEG_NEW_079,Nadie cocina.,ñiden. Akusutapi'ñi,NEG,api_generada
NEG_NEW_080,Nadie cosecha.,ñiden  sek'ker'chapi'ñi,NEG,api_generada
NEG_NEW_081,Nadie difunde.,ñiden  lunpi'ñi,NEG,api_generada
NEG_NEW_082,Nunca cosecho.,ñinpi'  sek'ker'chapi'nek,NEG,api_generada
NEG_NEW_083,Nunca curo.,ñinpi'  lulentapi'nek,NEG,api_generada
NEG_NEW_084,Jamás regresa.,ñinpi'  adenchinchu,NEG,api_generada
NEG_NEW_085,Nunca aprendo.,ñinpi'  ñinchitapi'bek,NEG,api_generada
NEG_NEW_086,Jamás trabaja.,Ñinpi'  saka'tapi'ñi,NEG,api_generada
FL2_0025,¿Entendiste?,¿LACHEK'LA?,PRG,flashcards
FL2_0045,¿En serio?,¿TEKINCHI?,PRG,flashcards
FL2_0046,¿La verdad?,¿TEKINCHI?,PRG,flashcards
FL2_0131,¿Quién corrió?,¿DEN'INA' TEKA'LLI?,PRG,flashcards
FL2_0132,¿Quién ganó?,¿DEN'INA' KANA'TULLI?,PRG,flashcards
FL2_0135,¿Estoy gordo?,¿WEIPENSU' ÑAPALEK?,PRG,flashcards
FL2_0570,¿Está muerto?,¿CHIMIÑI?,PRG,flashcards
FL2_0571,¿Es alto? (estatura - masculino),¿SHIPEN A'CHA?,PRG,flashcards
FL2_0572,¿Es alto? (estatura - femenino),¿SHILUN A'CHA?,PRG,flashcards
FL2_0573,¿Es alto? (muy arriba),¿MUSENKEK A'CHA?,PRG,flashcards
FL2_0574,¿Es gratis?,¿PA'CHI'ÑIN'CHA?,PRG,flashcards
FL2_0575,¿Está bueno?,¿MUPALLIN'CHA?,PRG,flashcards
FL2_0576,¿Es acá?,¿ASEK A'CHA?,PRG,flashcards
FL2_0577,¿Aquí?,¿ASEK?,PRG,flashcards
FL2_0578,¿Está aquí?,¿ASEK A'CHA?,PRG,flashcards
FL2_0579,¿Es seguro?,¿TEKINCHI'CHA?,PRG,flashcards
FL2_0580,¿Es verdad?,¿TEKINCHI'CHA?,PRG,flashcards
FL2_0581,¿Es ese?,¿NANA'CHA?,PRG,flashcards
FL2_0582,¿Es así?,¿NU'SU' NUKA'A?,PRG,flashcards
FL2_0583,¿Es este?,¿ASU' A'CHA?,PRG,flashcards
FL2_0679,¿Fue divertido?,¿MULLI'NCHA'?,PRG,flashcards
FL2_0680,¿Era divertido?,¿MUWIÑIN?,PRG,flashcards
FL2_0704,¿Qué pasa?,¿MAPU'LA?,PRG,flashcards
FL2_0705,¿Dónde estoy?,¿ENÑUPA'CHA ÑAPALEK?,PRG,flashcards
FL2_0706,¿Quién gritó?,¿DEN LAMAPU'LLI?,PRG,flashcards
FL2_0707,¿Llamaste?,¿PEKLU'TULA?,PRG,flashcards
FL2_0716,¿Hemos terminado?,¿A'TA'WANTULEKWA'?,PRG,flashcards
FL2_0717,¿Estás loco?,¿WA'DANPINDEK ÑAPALA?,PRG,flashcards
FL2_0718,¿Estás enfadado?,¿YUSU' ÑAPALA?,PRG,flashcards
FL2_0719,¿Eres nuevo?,¿NAEKTU'KELLIA?,PRG,flashcards
FL2_0730,¿Puedo comenzar?,¿YENNITULEK TENMIANSU'AK?,PRG,flashcards
FL2_0731,¿Podemos hablar?,¿YENNITULEKWA' LUN'AK?,PRG,flashcards
FL2_0732,¿Podemos conversar?,¿YENNITULEKWA' LUN'AK?,PRG,flashcards
FL2_0738,¿Ganaste?,¿KANA'TULA?,PRG,flashcards
FL2_0740,¿Juegas boliche?,¿INDEKLLITAPALA BULICHI?,PRG,flashcards
FL2_0753,¿Ha venido?,¿UKLLIN'CHA?,PRG,flashcards
FL2_0833,¿Para llevar?,¿EKPA'AK?,PRG,flashcards
FL2_0834,¿Está ventoso?,¿NAKUSU' TANLUWATULLI?,PRG,flashcards
FL2_0835,¿Es suyo?,¿KENMAKIN'CHA?,PRG,flashcards
FL2_0836,¿Es todo?,¿IÑER'A'CHA?,PRG,flashcards
FL2_0983,¿Estoy invitado?,¿PEKLU'PI ÑAPALEK?,PRG,flashcards
FL2_0984,¿Nada nuevo?,¿ÑIMANEN NALU?,PRG,flashcards
FL2_0985,¿Tienes frío?,¿SANEKWANTULA?,PRG,flashcards
FL2_0986,¿Estás muerto?,¿CHIMIPI ÑAPALA?,PRG,flashcards
FL2_0987,¿Eres sordo?,¿LUUKTEK' NUKAMA?,PRG,flashcards
FL2_0988,¿Estás libre?,¿INAPI ÑAPALA?,PRG,flashcards
FL2_0989,¿Estás lleno?,¿MER'SU' ÑAPALA?,PRG,flashcards
FL2_0990,¿Estás herida?,¿CHACHA'WANPALA?,PRG,flashcards
FL2_0991,¿Estás perdido?,¿WER'SU' ÑAPALA?,PRG,flashcards
FL2_0992,¿Estás enfermo?,¿KALUWIPALA?,PRG,flashcards
FL2_0993,¿Está segura?,¿TEKINCHI'CHA' ÑAPALA?,PRG,flashcards
FL2_0994,¿Está seguro?,¿TEKINCHI'CHA' ÑAPALA?,PRG,flashcards
FL2_0995,¿Están seguros?,¿TEKINCHI'CHA' ÑAPALAMA?,PRG,flashcards
FL2_1001,¿Puedo intentar?,¿YENNITULEK INPALERIAK?,PRG,flashcards
FL2_1006,¿Sabes nadar?,¿ÑINCHITAPALA IDUN'AK?,PRG,flashcards
FL2_1019,¿Vino Tom?,¿TOM WEK'LLI?,PRG,flashcards
FL2_1020,¿Tom ayudó?,¿TOM KATU'PA'TULLI?,PRG,flashcards
FL2_1021,¿Ayudaste?,¿KATU'PA'TULA?,PRG,flashcards
FL2_1022,¿Firmaste?,¿LLILLINPEN NU'TULA?,PRG,flashcards
FL2_1023,¿Firmaron?,¿LLILLINPENMA' NU'TULAMA'?,PRG,flashcards
FL2_1024,¿Luzco bien?,¿LLITAPALEK MUSU'?,PRG,flashcards
FL2_1025,¿Usted fuma?,¿KENMA U'WA'TAPALA?,PRG,flashcards
FL2_1026,¿Fumas?,¿U'WA'TAPALA?,PRG,flashcards
FL2_1027,¿Usted ronca?,¿KENMA TUKULU'PALA?,PRG,flashcards
FL2_1028,¿Tú roncas?,¿KENMA TUKULU'PALA?,PRG,flashcards
FL2_1029,¿Duele?,¿IKERLLI?,PRG,flashcards
FL2_1119,¿Está roto?,¿NUSHA'TUSU' ÑAPALLI?,PRG,flashcards
FL2_1120,¿Es suficiente?,¿NANASA'CHA IÑER'?,PRG,flashcards
FL2_1929,¿Puedo probármelo?,¿YENNITULEK LATA'AK?,PRG,flashcards
FL2_1931,¿Podemos probarlo?,¿YENNITULEKWA' LATA'AK?,PRG,flashcards
FL2_1941,¿Me oíste?,¿LAUK'LUN?,PRG,flashcards
FL2_1942,¿Te gustó?,¿IYA'TULA?,PRG,flashcards
FL2_1943,¿Les gustó?,¿IYA'TULAMA?,PRG,flashcards
FL2_1944,¿Me amabas?,¿LUWANTUWINUN?,PRG,flashcards
FL2_1945,¿Lo hiciste?,¿NU'TULA?,PRG,flashcards
FL2_1946,¿Me extrañaste?,¿LU'WAN'NUN?,PRG,flashcards
FL2_1948,¿Comés carne?,¿CHUCHU KA'A'PALA?,PRG,flashcards
FL2_1949,¿Está mal?,¿ÑAPALLI MUIN'SU?,PRG,flashcards
FL2_1950,¿Tienes uno?,¿A'ÑAPALA ALA'SA'?,PRG,flashcards
FL2_1951,¿La conoces?,¿LUWER'CHAPALA?,PRG,flashcards
FL2_1952,¿La conocen?,¿LUWER'CHAPALAMA?,PRG,flashcards
FL2_1953,¿Le conoce?,¿LUWER'CHAPALLI?,PRG,flashcards
FL2_1954,¿Lo recuerdas?,¿LLI'INUTAPALA?,PRG,flashcards
FL2_1955,¿Tú crees?,¿KENMA LATEKTAPALA?,PRG,flashcards
FL2_1956,¿Le quieres?,¿LUWANTAPALA?,PRG,flashcards
FL2_1957,¿Me conoce?,¿LUWER'CHAPALUN?,PRG,flashcards
FL2_1974,¿Cómo terminará?,¿MA'PU'SU' TA'WANTECHU?,PRG,flashcards
FL2_2037,¿Es maestro?,¿A'LEK'TUTEK' NUKA'A?,PRG,flashcards
FL2_2038,¿Respira?,¿NERIAPALLI?,PRG,flashcards
FL2_2039,¿Está satisfecho?,¿MUSU' ÑAPALLI?,PRG,flashcards
FL2_2040,¿Es venenoso?,¿SULLIMAN WANPALLI?,PRG,flashcards
FL2_2161,¿Estabas llorando?,¿WELLIEK'APAWINA?,PRG,flashcards
FL2_2162,¿Qué dijo?,¿MA'TULLI?,PRG,flashcards
FL2_2163,¿Qué hiciste?,¿MA'NEN'NU'TULA?,PRG,flashcards
FL2_2164,¿Qué falta?,¿MA'NENPAWANPALLI?,PRG,flashcards
FL2_2165,¿Cuándo acabó?,¿ENPI'TA'WANTULLI?,PRG,flashcards
FL2_2166,¿Cuándo correrás?,¿ENPI'TEKE'CHU?,PRG,flashcards
FL2_2167,¿Quien ayudó?,¿DEN'KATU'PA'TULLI?,PRG,flashcards
FL2_2188,¿Eres real?,¿TEKINCHI NUKA'MA?,PRG,flashcards
FL2_2189,¿Estás embarazada?,¿KADU'LUNSU' ÑAPALA?,PRG,flashcards
FL2_0001,Ve.,PAKER',REQUEST,flashcards
FL2_0005,¡Corre!,TEKKER',REQUEST,flashcards
FL2_0013,¡Para!,¡TA'ITULER'!,REQUEST,flashcards
FL2_0014,¡Espera!,¡WA'TEN'KER'!,REQUEST,flashcards
FL2_0015,Esperen.,¡WA'TEN'KU'!,REQUEST,flashcards
FL2_0019,Sonríe.,YAMER,REQUEST,flashcards
FL2_0020,Sonrían.,YAMERKU',REQUEST,flashcards
FL2_0022,Levanta. (un objeto),USANKER',REQUEST,flashcards
FL2_0023,Levanta. (pararse),YUNSANKER',REQUEST,flashcards
FL2_0028,Abrázame.,WIPERI'U,REQUEST,flashcards
FL2_0038,Escucha.,LAU'TER,REQUEST,flashcards
FL2_0040,Escuchen.,LAU'TUKU',REQUEST,flashcards
FL2_0070,Vaya despacio.,PAKER' UTI'LA,REQUEST,flashcards
FL2_0158,Entra.,DA'ENCHER',REQUEST,flashcards
FL2_0159,Entren.,DA'ENCHA'KU',REQUEST,flashcards
FL2_0233,No entrar.,KU'LA DAI'NCHU,REQUEST,flashcards
FL2_0234,Déjalo.,TAI'TULER',REQUEST,flashcards
FL2_0235,Déjame.,TAI'TULA'U,REQUEST,flashcards
FL2_0268,Vigílame.,LUWUK'TU'U,REQUEST,flashcards
FL2_0269,Obsérvame.,LLI'U,REQUEST,flashcards
FL2_0270,Obsérvalos.,LLI'DEK'KU',REQUEST,flashcards
FL2_0298,¡No llores!,¡YAWELLEKTA!,REQUEST,flashcards
FL2_0299,No lloren.,YAWELLEKTAMA',REQUEST,flashcards
FL2_0300,No mientas.,YATUMU'TA,REQUEST,flashcards
FL2_0444,Espera aquí.,WA'TENTER' ASEK,REQUEST,flashcards
FL2_0446,Esperen aquí.,WA'TENKU' ASEK,REQUEST,flashcards
FL2_0465,¡Sé cuidadoso!,¡LI'KER'LA!,REQUEST,flashcards
FL2_0466,Estate contento.,ÑAPAKER' MUSU'KANKANTUSU',REQUEST,flashcards
FL2_0468,Sé serio.,YAMERCHA,REQUEST,flashcards
FL2_0470,Trae vino.,KENCHER' VINU',REQUEST,flashcards
FL2_0472,Lleva esto.,EKPA'KER' ASU',REQUEST,flashcards
FL2_0475,Ven solo.,WENLLER' KENMASA',REQUEST,flashcards
FL2_0477,Ven temprano.,WENLLER' DASU'LA,REQUEST,flashcards
FL2_0494,No esperes.,YAWA'TENTUTA,REQUEST,flashcards
FL2_0495,No grites.,YALAMAPU'TA,REQUEST,flashcards
FL2_0681,Mira esto.,LLI'KER' ASU',REQUEST,flashcards
FL2_0682,Miren esto.,LLI'KU' ASU',REQUEST,flashcards
FL2_0709,Puedes irte.,YENNITULA PA'A'MASU',REQUEST,flashcards
FL2_0726,Especifica más.,WINTU'U A'PINTA,REQUEST,flashcards
FL2_0733,¿Puedes ver?,¿YENNITULAN'CHA LLI'TA'MAK?,REQUEST,flashcards
FL2_0741,No discutan.,YAINYUTUTAMA',REQUEST,flashcards
FL2_1002,¿Puede hacerlo?,¿YENNITULEK NU'TAK?,REQUEST,flashcards
FL2_1003,¿Puedes venir?,¿YENNITULA UK'A'MAK?,REQUEST,flashcards
FL2_1004,¿Puedes ayudar?,¿YENNITULA KATU'PA'TA'MAK?,REQUEST,flashcards
FL2_1005,¿Puedes leer?,¿YENNITULA LUNTA'MAK?,REQUEST,flashcards
FL2_1007,¿Puedes andar?,¿YENNITAPALA DEKKUNTA'MAK?,REQUEST,flashcards
FL2_1008,¿Pueden andar?,¿YENNITULAMA' DEKKUNTA'MAMAK?,REQUEST,flashcards
FL2_1324,Apóyame.,KATU'PA'U,REQUEST,flashcards
FL2_1325,Apóyanos.,KATU'PA'UDEK,REQUEST,flashcards
FL2_1326,Tráelo aquí.,KENCHER' ASEK,REQUEST,flashcards
FL2_1330,¡Llámame después!,¡PEKLU'U MA'ISIK!,REQUEST,flashcards
FL2_1338,¿Puedes dormir?,¿YENNITULA WICHI'A'MAK?,REQUEST,flashcards
FL2_1339,Venga mañana.,WEKER' EKLLI,REQUEST,flashcards
FL2_1346,Hazlo rápidamente.,WIU'SU' NU'TER',REQUEST,flashcards
FL2_1348,Hazlo conmigo.,KUALEK NU'TER',REQUEST,flashcards
FL2_1352,No engordes.,YAWEYTA,REQUEST,flashcards
FL2_1355,Dámelo.,ENKA'U,REQUEST,flashcards
FL2_1357,Dame algunos.,ENKA'U NU'UNTA'LUSA',REQUEST,flashcards
FL2_1358,Deme esos.,ENKA'U NANALUSA',REQUEST,flashcards
FL2_1360,Espera ahí.,NANEK WATENKER',REQUEST,flashcards
FL2_1363,Guarda eso.,SEKDIPERKER' NANA,REQUEST,flashcards
FL2_1365,Hazlo venir.,A'WENCHER',REQUEST,flashcards
FL2_1377,Espera allí.,WA'TENDER' NANEK,REQUEST,flashcards
FL2_1397,No esperé.,WA'TENCHI'NEK,REQUEST,flashcards
FL2_1499,Déjame probarlo.,TA'ITULA'U TEKLE'RICHEK,REQUEST,flashcards
FL2_1501,Hagamos más.,A'PINTA' NU'TAWA',REQUEST,flashcards
FL2_1502,Hagamos eso.,NU'TAWA' NANA,REQUEST,flashcards
FL2_1503,Comamos fuera.,ADIPI KA'AWA',REQUEST,flashcards
FL2_1655,¿Puedes levantarte?,¿YENNITULA YUNSAN'A'MAK?,REQUEST,flashcards
FL2_1656,¿Puedes verlo?,¿YENNITULA LLI'A'MAK?,REQUEST,flashcards
FL2_1677,No forcejees.,YANANTAPITA,REQUEST,flashcards
FL2_1726,Necesito respuestas.,LUWANTULEK NA'PIA'MUSU',REQUEST,flashcards
FL2_1727,Necesito descansar.,LUWANTULEK NERIAK,REQUEST,flashcards
FL2_1728,Necesito trabajar.,LUWANTULEK SAKA'TAK,REQUEST,flashcards
FL2_1779,No funcionó.,KU'LA SAKA'CHI'ÑI,REQUEST,flashcards
FL2_1796,Olvídalo ya.,IPA' PINANERKER',REQUEST,flashcards
FL2_1798,Déjame irme.,TA'ITULA'U PAE'CHEK,REQUEST,flashcards
FL2_1799,Llévalo contigo.,EKPA'KER KENMALEK,REQUEST,flashcards
FL2_1801,Siga intentando.,INPALERIAPER',REQUEST,flashcards
FL2_1802,Sigue buscando.,DUNKER'APER'I'LA,REQUEST,flashcards
FL2_1804,¡Déjame sola!,TA'ITULA'U KUASA',REQUEST,flashcards
FL2_1806,Déjame explicar.,TA'ITULA'U WINTECHEN,REQUEST,flashcards
FL2_1807,Déjame sentirlo.,TA'ITULA'U LAUK'ECHEK,REQUEST,flashcards
FL2_1808,Déjalos pelear.,TA'ITULA'DEK'KU' IDENMAINA',REQUEST,flashcards
FL2_1811,Comamos aquí.,WERANWA' ASEK,REQUEST,flashcards
FL2_1815,Escucha atentamente.,LAU'KER' MUSU',REQUEST,flashcards
FL2_1816,¡Escucha esto!,¡LAU'KER' ASU'!,REQUEST,flashcards
FL2_1930,¿Pueden vernos?,¿YENNITULLINA LLI'ER'KENMUAK?,REQUEST,flashcards
FL2_1932,¿Puedes encontrarlo?,¿YENNITULA KANAN'A'MAK?,REQUEST,flashcards
FL2_1933,¿Puedes oírme?,¿YENNITULA LAUK'A'MUK?,REQUEST,flashcards
FL2_1934,¿Puedes oírnos?,¿YENNITULA LAUK'A'MUDEK?,REQUEST,flashcards
FL2_1935,¿Puedes ayudarme?,¿YENNITULA KATUPA'A'MUK?,REQUEST,flashcards
FL2_1936,¿Pueden ayudarme?,¿YENNITULAMA KATUPA'A'MUK?,REQUEST,flashcards
FL2_1937,¿Puedes abrirlo?,¿YENNITULA EK'KER'CHA'MAK?,REQUEST,flashcards
FL2_1938,¿Puedes mostrarme?,¿YENNITULA A'LLI'A'MUK?,REQUEST,flashcards
FL2_2171,Anota esto.,LLINSER'KER' ASU',REQUEST,flashcards
FL2_2172,Anoten esto.,LLINSER'KU' NANA,REQUEST,flashcards
FL2_2193,Respira normal.,NERIKER' U'CHIMU,REQUEST,flashcards
FL2_2196,Sigue cavando.,IWA'TAPER'I'LA,REQUEST,flashcards
FL2_2197,¡Contrólate!,¡INLU'UK'TER!,REQUEST,flashcards
 FL2_2084,¡Feliz Navidad!,¡U'CHIMU ÑIÑUDUKER!,SAL,flashcards
FL2_0004,Hola.,MA'PU'SIN,SAL,flashcards
FL2_0071,¡Hasta luego!,¡PANTE'CHEK!,SAL,flashcards
FL2_0072,¡Chau!,¡PANTE'CHEK!,SAL,flashcards
FL2_0105,Nos vemos.,INLLI'TER,SAL,flashcards
FL2_0109,Hasta luego.,PANTE'CHEK,SAL,flashcards
FL2_0126,Bienvenidos.,MUWENCHA'KU',SAL,flashcards
FL2_0127,Bienvenidas.,MUWENCHA'KU',SAL,flashcards
FL2_0128,Bienvenido.,MUWENCHA'KER',SAL,flashcards
FL2_0168,Buenas.,MULUSA',SAL,flashcards
FL2_1037,Buenos días.,MUUKLLI,SAL,flashcards
FL2_1039,Feliz Pascua.,MUSU' PASKUA',SAL,flashcards
FL2_1040,¡Feliz Pascua!,¡MUSU' PASKUA'!,SAL,flashcards
FL2_1683,Buenas tardes.,MUER'WA,SAL,flashcards
FL2_1685,¡Feliz año!,¡MUEK'KILALA!,SAL,flashcards
SAL_NEW_001,Adiós.,pante'chek,SAL,api_generada
SAL_NEW_002,Buenas noches.,mudek pilli',SAL,api_generada
SAL_NEW_003,"Buenos días, señora.",mu ukli señula',SAL,api_generada
SAL_NEW_004,"Buenas tardes, abuelo.",mu er'wa papinku,SAL,api_generada
SAL_NEW_005,"Hola, abuelita.",ma'pu'sin amisha,SAL,api_generada
SAL_NEW_006,"Hola, hermana.",ma'pu'sin kaiksha,SAL,api_generada
SAL_NEW_007,"Hola, padre.",ma'pu'sin  tata,SAL,api_generada
SAL_NEW_008,"Hola, madre.",ma'pu'sin  awa,SAL,api_generada
SAL_NEW_009,"Chau, mamá.",pante'chek  awa,SAL,api_generada
SAL_NEW_010,"Chau, papá.",pante'chek  tata,SAL,api_generada
SAL_NEW_011,Hasta mañana.,eklliwalek,SAL,api_generada
SAL_NEW_012,Nos vemos mañana.,eklli  inlli'ter,SAL,api_generada
SAL_NEW_013,Que descanse.,neri'i,SAL,api_generada
SAL_NEW_014,Que descansen.,neri'ina',SAL,api_generada
SAL_NEW_015,Que amanezca bien.,musu' uklli'i,SAL,api_generada
SAL_NEW_016,Buen día.,mu uklli,SAL,api_generada
SAL_NEW_017,"Buenas, abuelas.",mukankan  amilusa',SAL,api_generada
SAL_NEW_018,Hasta pronto.,wiuk'su'walek,SAL,api_generada
SAL_NEW_019,Nos vemos luego.,ma'isik  inlli'ter,SAL,api_generada
SAL_NEW_020,"Hola, señora.",ma'pu'sin  señula',SAL,api_generada
SAL_NEW_021,Que te vaya bien.,musu'  pa'ichi'in,SAL,api_generada
SAL_NEW_022,Que les vaya bien.,musu'  pa'ich'inma',SAL,api_generada
SAL_NEW_023,Pase usted.,da'encher'  kenma,SAL,api_generada
SAL_NEW_024,"Pasen, por favor.",da'encha'ku'   yusmalek,SAL,api_generada
SAL_NEW_025,"Buenas, hermanas.",mukankan  kaikualusa',SAL,api_generada
SAL_NEW_026,"Hola, hijos.",ma'pu'sinma'  wilauk'lusa',SAL,api_generada
SAL_NEW_027,"Hola, hija.",ma'pu'sin  ku'tin,SAL,api_generada
SAL_NEW_028,"Chau, hija.",pante'chek  teklapin,SAL,api_generada
SAL_NEW_029,"Chau, hermano.",pante'cek  yalli'wa,SAL,api_generada
SAL_NEW_030,"Chau, abuelos.",Pante'cek  papinkulusa',SAL,api_generada
SAL_NEW_031,Hasta la tarde.,er'wawalek,SAL,api_generada
SAL_NEW_032,Hasta el anochecer.,uklliak'walek,SAL,api_generada
SAL_NEW_033,Que amanezcas bien.,ukllinanter' musu',SAL,api_generada
SAL_NEW_034,Que amanezcan bien.,ukllinanchina' musu',SAL,api_generada
SAL_NEW_035,Nos vemos después.,ma'sik  inlli'ter,SAL,api_generada
SAL_NEW_036,"Hola, vecina.",ma'pu'sin  kawipa'musu',SAL,api_generada
SAL_NEW_037,"Hola, Jeberina.","ma""pusin  shiwilulun",SAL,api_generada
SAL_NEW_038,Hola de nuevo.,nalukla,SAL,api_generada
SAL_NEW_039,"Chau, vecina.",pante'chek   kawipa'musu',SAL,api_generada
SAL_NEW_040,"Chau, señora.",pante 'chek   señula',SAL,api_generada
SAL_NEW_041,Que te cuides.,inluuk'ter',SAL,api_generada
SAL_NEW_042,Cuídense.,inluuk'tuku',SAL,api_generada
SAL_NEW_043,Cuídate.,inluuk'ter',SAL,api_generada
SAL_NEW_044,Que se cuide.,inluuk'chii,SAL,api_generada
SAL_NEW_045,Hasta el rato.,ma'isik'welek,SAL,api_generada
SAL_NEW_046,Nos vemos al rato.,inlli'ter  ma'isikwalek,SAL,api_generada
SAL_NEW_047,"Hola, marido.",Ma'pu'sin  muda'uk,SAL,api_generada
SAL_NEW_048,"Hasta luego, madre.",Pante'chek  awa,SAL,api_generada
SAL_NEW_049,"Hasta luego, padre.",pante'chek  tata,SAL,api_generada
SAL_NEW_050,"Adiós, abuelos.",pa'echek  papinkulusa',SAL,api_generada
SAL_NEW_051,"Adiós, abuelita.",pa'echek  amisha,SAL,api_generada
SAL_NEW_052,"Adiós, hermana.","Pa'echek  sha""wa",SAL,api_generada
SAL_NEW_053,"Adiós, señora.",pa'echek señula',SAL,api_generada
SAL_NEW_054,"Adiós, vecina.",pa'echek kawipa'musu',SAL,api_generada
SAL_NEW_055,Que bien llegaste.,enpu'nimusu'  ektu'la,SAL,api_generada
SAL_NEW_056,Bienvenida al pueblo.,muektu'kerker'  ñinaluk,SAL,api_generada
SAL_NEW_057,Bienvenido al pueblo.,muektu'kerker'  ñinaluk,SAL,api_generada
SAL_NEW_058,Bienvenidos al pueblo.,muektu'kerku'  ñinaluk,SAL,api_generada
SAL_NEW_059,Bienvenidos a Jeberos.,Muektu'kerku'  shiwiluk,SAL,api_generada
SAL_NEW_060,Bienvenido a casa.,muektu'kerker'  pidik,SAL,api_generada
SAL_NEW_061,Bienvenida a casa.,muektu'kerker'  pidik,SAL,api_generada
SAL_NEW_062,Bienvenidos a casa.,muektu'kerku'  pidik,SAL,api_generada
SAL_NEW_063,Que llegaste bien.,musu'  ektu'kerla,SAL,api_generada
SAL_NEW_064,"Llegaste, bien.",Ektu'kerla  musu',SAL,api_generada
SAL_NEW_065,Ya llegaste.,ipa'  ektu'kerla,SAL,api_generada
SAL_NEW_066,Ya llegaron.,ipa'  ektu'kerllina',SAL,api_generada
SAL_NEW_067,Por fin llegaste.,ipa'la'ka  ektu'kerla,SAL,api_generada
SAL_NEW_068,"Chau, nos vemos.",pante'chek  inlli'ter,SAL,api_generada
SAL_NEW_069,Ya me voy.,ipa' pante'chek,SAL,api_generada
SAL_NEW_070,Ya nos vamos.,ipa'  inlli'ater,SAL,api_generada
SAL_NEW_071,Me voy ya.,pante'chek  ipa',SAL,api_generada
SAL_NEW_072,Nos vamos ya.,pa'aterwa'  ipa',SAL,api_generada
SAL_NEW_073,Que estés bien.,mupker',SAL,api_generada
SAL_NEW_074,Que estén bien.,mupaina',SAL,api_generada
SAL_NEW_075,Que esté bien.,mupai,SAL,api_generada
SAL_NEW_076,"Hola, yerno.",Ma'pu'sin  meksin,SAL,api_generada
SAL_NEW_077,"Hola, viuda.",Ma'pu'sin  ekdulun,SAL,api_generada
SAL_NEW_078,"Buenos días, abuelas.","muuklli,  amilusa'",SAL,api_generada
SAL_NEW_079,"Buenas noches, hermana.","mudek""pilli'  sha'wa",SAL,api_generada
SAL_NEW_080,"Buenas noches, madre.","mudekpill""  awa",SAL,api_generada
SAL_NEW_081,"Buenas noches, padre.",mudekpilli'  tata,SAL,api_generada
SAL_NEW_082,"Buenas noches, hijos.",mudekpilli'  wilauk'lusa,SAL,api_generada
SAL_NEW_083,"Buenas noches, abuelita.",mudekpilli'  amisha,SAL,api_generada
